idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:16:24.641900,2200.0,2200.0,71.1,47.6,233359863808,101
2,2024-09-24 15:16:26.667737,2200.0,2200.0,71.2,47.6,233359474688,101
3,2024-09-24 15:16:28.695675,2200.0,2200.0,71.2,47.6,233356124160,101
4,2024-09-24 15:16:30.716149,2200.0,2200.0,71.2,47.6,233356894208,101
5,2024-09-24 15:16:32.764610,2200.0,2200.0,71.2,47.6,233356345344,101
