idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:16:44.955259,1466.0,1466.0,71.2,47.6,233366032384,101
2,2024-09-24 15:16:46.976805,2200.0,2200.0,71.2,47.6,233358991360,101
3,2024-09-24 15:16:48.987875,2200.0,2200.0,71.2,47.6,233359908864,101
4,2024-09-24 15:16:51.002149,2200.0,2200.0,71.2,47.6,233359437824,101
5,2024-09-24 15:16:53.017463,2200.0,2200.0,71.2,47.6,233359736832,101
