idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:16:34.808173,2200.0,2200.0,71.2,47.6,233357049856,101
2,2024-09-24 15:16:36.825889,2200.0,2200.0,71.2,47.6,233356660736,101
3,2024-09-24 15:16:38.850237,2200.0,2200.0,71.2,47.6,233360146432,101
4,2024-09-24 15:16:40.862183,2200.0,2200.0,71.2,47.6,233364729856,101
5,2024-09-24 15:16:42.925997,2200.0,2200.0,71.2,47.6,233365487616,101
