idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:30:21.429588,2200.0,2200.0,71.5,47.6,233557381120,101
2,2024-09-24 15:30:23.455873,1466.0,1466.0,71.6,47.6,233558024192,101
3,2024-09-24 15:30:25.490930,1466.0,1466.0,71.6,47.6,233558700032,101
4,2024-09-24 15:30:27.521332,1466.0,1466.0,71.6,47.6,233554124800,101
5,2024-09-24 15:30:29.552449,2200.0,2200.0,71.5,47.6,233553469440,101
