idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:34:31.640491,2270.8301249999995,2270.8301249999995,29.0,8.265560150146484,5.2,24764887040,gaspabook-VJFE59F11X-B1011H
