idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:50:45.855553,585.9166875,585.9166875,26.2,7.397796630859375,5.2,24781799424,gaspabook-VJFE59F11X-B1011H
