idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:48:19.368313,2494.7827500000003,2494.7827500000003,27.4,7.752384185791016,5.2,24781451264,gaspabook-VJFE59F11X-B1011H
