idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:17:40.208869,895.392875,895.392875,25.6,7.205421447753906,5.2,24800501760,gaspabook-VJFE59F11X-B1011H
