idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:31:12.212833,2200.0,2200.0,72.2,47.6,233562746880,101
2,2024-09-24 15:31:14.242054,2200.0,2200.0,72.1,47.6,233563541504,101
3,2024-09-24 15:31:16.259900,2200.0,2200.0,72.2,47.6,233564446720,101
4,2024-09-24 15:31:18.277345,2200.0,2200.0,72.2,47.6,233564020736,101
5,2024-09-24 15:31:20.294356,1466.0,1466.0,72.2,47.6,233564631040,101
