idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:46:29.157638,2435.3515625,2435.3515625,27.5,7.799205780029297,5.2,24774012928,gaspabook-VJFE59F11X-B1011H
