idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:46:53.566499,2448.7789374999998,2448.7789374999998,27.4,7.734657287597656,5.2,24772415488,gaspabook-VJFE59F11X-B1011H
