idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:51:16.167018,2035.7816249999998,2035.7816249999998,26.4,7.437099456787109,5.2,24781889536,gaspabook-VJFE59F11X-B1011H
