idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:48:31.609442,2512.2064375,2512.2064375,27.5,7.767646789550781,5.2,24781479936,gaspabook-VJFE59F11X-B1011H
