idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:31:02.098778,2200.0,2200.0,71.4,47.6,233561161728,101
2,2024-09-24 15:31:04.124431,2200.0,2200.0,71.9,47.6,233560612864,101
3,2024-09-24 15:31:06.139343,2200.0,2200.0,72.1,47.6,233561903104,101
4,2024-09-24 15:31:08.161743,2200.0,2200.0,72.2,47.6,233563557888,101
5,2024-09-24 15:31:10.177867,2200.0,2200.0,72.2,47.6,233563451392,101
