idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:50:03.388382,2456.6165000000005,2456.6165000000005,26.4,7.45697021484375,5.2,24781676544,gaspabook-VJFE59F11X-B1011H
