idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:46:10.761500,2525.4581875000003,2525.4581875000003,27.6,7.833965301513672,5.2,24774008832,gaspabook-VJFE59F11X-B1011H
