idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:52:04.628281,1656.2319375,1656.2319375,26.6,7.488548278808594,5.2,24782155776,gaspabook-VJFE59F11X-B1011H
