idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:50:09.458861,753.7655625,753.7655625,26.3,7.435493469238281,5.2,24781684736,gaspabook-VJFE59F11X-B1011H
