idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-28 22:10:34.080132,2200.0,2200.0,71.6,49.0,240484900864,101
2,2024-09-28 22:10:36.102333,2200.0,2200.0,71.7,49.0,240485093376,101
3,2024-09-28 22:10:38.199553,2200.0,2200.0,71.7,49.0,240485572608,101
4,2024-09-28 22:10:40.232289,2200.0,2200.0,71.6,49.0,240486223872,101
5,2024-09-28 22:10:42.244406,2200.0,2200.0,71.7,49.0,240484192256,101
