idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:30:31.607403,1466.0,1466.0,71.6,47.6,233554198528,101
2,2024-09-24 15:30:33.643161,1466.0,1466.0,71.5,47.6,233553641472,101
3,2024-09-24 15:30:35.671349,2200.0,2200.0,71.5,47.6,233555193856,101
4,2024-09-24 15:30:37.692159,2200.0,2200.0,71.6,47.6,233556381696,101
5,2024-09-24 15:30:39.734905,1466.0,1466.0,71.6,47.6,233556606976,101
