idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-06 19:39:45.568435,3020.9619375,3020.9619375,24.4,6.861492156982422,5.2,24766881792,gaspabook-VJFE59F11X-B1011H
