idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:17:58.418646,678.9863125,678.9863125,25.6,7.229633331298828,5.2,24800542720,gaspabook-VJFE59F11X-B1011H
