idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:15:20.602047,1216.6620625,1216.6620625,25.4,7.171360015869141,5.2,24801005568,gaspabook-VJFE59F11X-B1011H
