idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:16:39.514837,1059.2288125,1059.2288125,25.4,7.178436279296875,5.2,24800329728,gaspabook-VJFE59F11X-B1011H
