idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 21:00:15.304706,1466.0,1466.0,74.7,47.7,233869078528,101
2,2024-09-24 21:00:17.346187,2200.0,2200.0,74.7,47.7,233869017088,101
3,2024-09-24 21:00:19.365782,2200.0,2200.0,74.7,47.7,233869090816,101
4,2024-09-24 21:00:21.387935,2200.0,2200.0,74.6,47.7,233869246464,101
5,2024-09-24 21:00:23.405415,2200.0,2200.0,74.7,47.7,233869246464,101
