idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:15:08.422812,981.0410000000002,981.0410000000002,25.6,7.217689514160156,5.2,24800985088,gaspabook-VJFE59F11X-B1011H
