idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:52:22.843774,1195.138375,1195.138375,26.8,7.5142974853515625,5.2,24782237696,gaspabook-VJFE59F11X-B1011H
