idDados,dataHora,percCPU,tempoInativo,percRAM,gigaBytesRAM,percDisc,usedDisc,fkNotebook
5,2024-12-05 12:50:15.529783,1297.4617500000002,1297.4617500000002,26.3,7.419242858886719,5.2,24781721600,gaspabook-VJFE59F11X-B1011H
