idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:29:26.032584,2200.0,2200.0,71.2,47.6,233546354688,101
2,2024-09-24 15:29:28.060904,2200.0,2200.0,71.3,47.6,233547411456,101
3,2024-09-24 15:29:30.101556,2200.0,2200.0,71.2,47.6,233547976704,101
4,2024-09-24 15:29:32.132783,2200.0,2200.0,71.3,47.6,233548779520,101
5,2024-09-24 15:29:34.165863,1466.0,1466.0,71.2,47.6,233549492224,101
