idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:29:05.735931,2200.0,2200.0,71.2,47.6,233550430208,101
2,2024-09-24 15:29:07.763219,2200.0,2200.0,71.2,47.6,233550594048,101
3,2024-09-24 15:29:09.784693,1466.0,1466.0,71.1,47.6,233550594048,101
4,2024-09-24 15:29:11.832182,2200.0,2200.0,71.1,47.6,233545732096,101
5,2024-09-24 15:29:13.851610,1466.0,1466.0,71.1,47.6,233545732096,101
