idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:30:51.978714,2200.0,2200.0,71.7,47.6,233559769088,101
2,2024-09-24 15:30:53.994835,2200.0,2200.0,71.5,47.6,233559363584,101
3,2024-09-24 15:30:56.015505,2200.0,2200.0,71.5,47.6,233560166400,101
4,2024-09-24 15:30:58.036676,2200.0,2200.0,71.4,47.6,233560821760,101
5,2024-09-24 15:31:00.056580,2200.0,2200.0,71.4,47.6,233560387584,101
