idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-28 22:10:13.854716,2200.0,2200.0,72.7,49.0,240479952896,101
2,2024-09-28 22:10:15.886661,2200.0,2200.0,72.7,49.0,240479952896,101
3,2024-09-28 22:10:17.913997,2200.0,2200.0,72.8,49.0,240480378880,101
4,2024-09-28 22:10:19.936656,2200.0,2200.0,72.7,49.0,240481337344,101
5,2024-09-28 22:10:21.947453,1466.0,1466.0,72.7,49.0,240480747520,101
