idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:30:01.111684,1466.0,1466.0,71.4,47.6,233553108992,101
2,2024-09-24 15:30:03.145748,2200.0,2200.0,71.3,47.6,233555079168,101
3,2024-09-24 15:30:05.173667,1466.0,1466.0,71.3,47.6,233554423808,101
4,2024-09-24 15:30:07.192284,2200.0,2200.0,71.4,47.6,233551089664,101
5,2024-09-24 15:30:09.212398,1466.0,1466.0,71.4,47.6,233550520320,101
