idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:29:50.970834,2200.0,2200.0,71.0,47.6,233551462400,101
2,2024-09-24 15:29:53.011894,2200.0,2200.0,71.0,47.6,233552179200,101
3,2024-09-24 15:29:55.042711,2200.0,2200.0,71.0,47.6,233551757312,101
4,2024-09-24 15:29:57.064276,1466.0,1466.0,71.3,47.6,233552596992,101
5,2024-09-24 15:29:59.078521,2200.0,2200.0,71.4,47.6,233552084992,101
