idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:29:40.605155,2200.0,2200.0,71.2,47.6,233549168640,101
2,2024-09-24 15:29:42.651093,2200.0,2200.0,71.1,47.6,233549971456,101
3,2024-09-24 15:29:44.714008,2200.0,2200.0,71.1,47.6,233549602816,101
4,2024-09-24 15:29:46.733667,1466.0,1466.0,71.2,47.6,233550819328,101
5,2024-09-24 15:29:48.893313,1466.0,1466.0,71.1,47.6,233550671872,101
