idDados,dataHora,percCPU,tempoInativo,percRAM,percDisc,usedDisc,fkNotebook
1,2024-09-24 15:30:41.780131,2200.0,2200.0,71.7,47.6,233557209088,101
2,2024-09-24 15:30:43.813712,1466.0,1466.0,71.7,47.6,233557991424,101
3,2024-09-24 15:30:45.854141,1466.0,1466.0,71.7,47.6,233557422080,101
4,2024-09-24 15:30:47.921537,2200.0,2200.0,71.6,47.6,233558196224,101
5,2024-09-24 15:30:49.938703,2200.0,2200.0,71.6,47.6,233557602304,101
